owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity
chalk,supports-color,29.0,28.7,13.8,32.3,41.2,4.0,5.5,6.6,,52.1,26.7,38.2,99.8,43.5,34.0,42.8,6.2,53.2,23.0
npm,node-semver,53.9,42.3,27.1,84.8,61.3,37.6,48.3,33.9,30.5,48.8,69.3,69.6,0.3,55.8,38.2,7.3,36.5,70.9,58.8
chalk,chalk,41.7,35.9,8.4,81.1,41.4,25.0,42.4,15.1,17.5,78.8,90.7,78.4,99.5,46.6,43.2,43.0,16.4,70.1,64.7
debug-js,debug,33.1,32.0,8.4,42.9,49.0,13.9,30.6,11.2,,80.3,81.0,79.8,100.1,60.2,40.5,47.0,,74.5,58.2
microsoft,tslib,37.8,19.6,30.5,49.3,51.9,31.4,36.5,29.5,28.1,56.5,49.3,45.6,94.4,36.5,45.3,49.5,30.2,56.1,42.1
vercel,ms,24.9,22.9,,38.2,38.5,12.7,25.2,12.9,,71.2,69.4,61.7,100.0,53.6,50.8,80.6,7.7,64.0,47.9
mozilla,source-map,43.2,14.3,11.7,71.9,74.8,9.7,24.1,5.2,,68.1,65.4,66.9,96.5,43.7,51.2,70.1,8.0,75.5,47.3
isaacs,node-lru-cache,48.6,32.3,23.7,51.6,87.0,20.7,32.5,20.1,9.3,52.9,70.0,66.7,26.5,48.4,35.8,46.9,22.0,38.5,52.5
chalk,strip-ansi,23.2,24.6,,26.7,41.4,5.9,17.6,,,46.6,28.6,22.8,99.2,35.6,27.9,44.5,5.0,34.1,19.1
nodejs,readable-stream,42.9,36.2,11.8,67.6,56.2,18.7,29.0,17.7,9.4,65.5,45.9,58.2,98.0,59.8,49.3,51.6,20.6,75.8,40.9
tj,commander.js,62.8,48.5,32.6,86.6,83.3,40.8,52.0,42.0,28.2,66.4,93.6,88.5,16.3,67.2,45.8,31.1,34.8,71.5,74.3
isaacs,minimatch,44.4,36.4,15.3,39.6,86.4,21.7,40.2,15.4,9.5,66.2,63.6,58.1,99.7,43.5,41.0,74.1,19.7,29.3,47.8
isaacs,node-glob,56.9,37.6,25.9,77.4,86.8,31.7,49.8,23.2,22.1,52.3,77.1,71.3,11.5,49.5,33.9,40.2,28.2,33.4,60.0
sindresorhus,find-up,41.4,31.5,1.6,56.8,75.5,16.4,36.6,3.3,9.2,45.4,35.5,26.0,97.6,22.6,32.6,39.4,5.9,52.4,26.0
sindresorhus,escape-string-regexp,33.0,24.6,,31.8,75.5,9.2,27.6,,,47.6,35.7,28.0,99.0,27.6,26.5,43.1,,36.3,24.3
feross,safe-buffer,28.6,10.3,,37.9,66.2,9.6,28.9,,,40.6,27.0,23.9,99.6,12.1,18.6,34.1,,21.6,20.2
uuidjs,uuid,43.1,40.3,18.8,82.3,30.8,27.3,43.3,21.2,17.4,76.5,85.2,79.5,95.0,46.2,55.6,85.1,28.4,53.2,64.0
ajv-validator,ajv,43.6,42.1,21.7,88.6,21.9,21.3,44.2,17.0,2.7,75.9,83.9,78.9,96.4,44.5,38.7,46.1,15.3,54.7,61.4
yargs,yargs-parser,25.0,15.7,11.2,38.1,35.0,14.1,32.5,9.8,,51.1,32.9,46.5,94.1,30.8,43.7,58.1,8.7,64.3,31.2
acornjs,acorn,20.2,33.6,16.6,8.0,22.9,34.9,50.4,28.0,26.3,72.6,79.7,78.3,96.3,36.0,49.1,42.4,26.2,78.5,64.3
yargs,yargs,42.0,29.5,28.4,74.6,35.4,31.6,48.7,23.0,23.2,76.8,80.8,81.6,94.6,50.3,49.2,42.4,26.7,78.6,64.7
jprichardson,node-fs-extra,45.9,44.1,26.6,29.5,83.3,31.7,48.1,21.9,25.2,51.8,78.6,77.8,9.1,41.8,35.7,19.7,21.8,65.5,62.7
isaacs,rimraf,45.7,37.0,24.6,34.3,86.8,26.5,43.5,21.8,14.3,69.8,71.1,64.0,98.6,45.7,35.7,68.9,20.5,17.8,53.9
estools,estraverse,21.3,17.4,,13.8,54.2,10.4,31.3,,,55.5,44.7,46.9,94.7,35.5,36.6,55.3,,54.5,34.0
sindresorhus,camelcase,39.8,32.1,16.2,37.0,74.0,22.6,33.5,14.6,19.5,51.1,37.6,39.6,95.7,31.4,39.3,44.7,16.8,56.3,33.3
sindresorhus,path-exists,36.6,32.1,,40.7,73.7,9.0,27.0,,,37.7,18.0,15.5,97.7,19.7,29.9,48.5,,41.1,14.2
isaacs,inherits,30.1,10.6,0.6,22.8,86.5,11.2,27.9,3.0,2.8,52.5,27.8,37.4,99.9,44.9,33.6,80.4,8.0,12.4,25.5
npm,node-which,43.4,20.2,25.9,66.5,60.8,32.1,39.3,30.5,26.6,31.6,25.7,25.3,28.2,47.1,33.8,22.8,32.2,46.6,27.7
sindresorhus,resolve-from,33.1,13.7,,45.0,73.8,8.8,26.3,,,37.8,17.4,14.2,96.2,23.2,26.2,50.2,,28.3,13.5
jonschlinkert,extend-shallow,28.4,9.8,,22.7,81.2,8.7,26.2,,,32.7,11.4,12.5,86.7,20.2,16.9,43.3,,7.3,10.9
json5,json5,33.7,21.2,2.2,81.2,30.0,13.3,34.3,5.7,,68.9,73.1,57.1,95.8,49.8,45.9,84.0,,53.6,47.8
isaacs,node-mkdirp,38.4,36.9,0.1,29.6,87.1,10.6,28.7,0.1,2.9,45.0,19.3,23.5,95.4,42.0,33.5,52.8,12.0,35.7,17.8
sindresorhus,execa,53.9,37.0,25.2,79.0,74.2,38.7,40.8,42.0,33.2,63.3,73.2,56.6,93.6,29.6,43.2,42.1,38.8,48.6,56.2
ljharb,qs,33.4,16.9,17.5,50.6,48.5,25.0,34.9,18.6,21.4,68.3,77.0,75.2,98.5,22.4,45.2,42.2,27.8,65.5,59.1
nodeca,js-yaml,31.0,33.2,8.0,25.7,57.3,10.9,27.1,5.5,,72.3,72.8,78.5,95.3,42.5,35.6,47.8,10.9,47.9,54.1
browserify,resolve,36.8,28.0,21.5,32.9,64.7,21.5,31.4,24.3,8.8,60.4,40.4,58.7,98.4,44.0,40.3,45.5,18.9,56.5,40.2
websockets,ws,38.2,40.7,27.2,49.1,35.7,31.7,41.5,30.4,23.3,85.6,90.5,91.4,93.1,67.3,48.8,42.5,24.5,79.4,71.2
nodeca,argparse,36.3,56.3,11.2,20.3,57.2,8.3,22.8,2.2,,50.3,32.8,34.3,95.5,38.8,31.3,47.1,10.8,36.0,25.1
sindresorhus,pify,36.8,32.1,,41.1,74.2,6.2,18.5,,,51.4,53.3,36.9,94.0,21.4,31.9,46.6,,49.2,32.1
postcss,postcss,38.7,33.4,22.9,47.1,51.4,37.9,44.8,34.0,35.0,83.7,95.1,86.9,94.2,58.5,55.2,56.5,32.8,76.3,73.3
form-data,form-data,23.0,21.9,,23.4,46.7,11.3,25.3,8.6,,68.0,59.0,62.0,93.5,57.5,38.6,55.0,,60.6,44.1
moxystudio,node-cross-spawn,18.4,11.9,,26.7,34.9,6.2,18.6,,,26.3,47.1,34.7,0.6,22.9,31.0,60.6,,32.4,29.3
sindresorhus,slash,35.1,29.7,,36.4,74.3,6.2,18.6,,,46.6,26.1,30.0,93.8,36.6,30.8,45.1,5.2,42.2,20.8
ashtuchkin,iconv-lite,25.6,17.2,0.9,34.7,49.6,13.1,30.4,8.9,,66.2,62.7,61.5,98.7,41.9,34.2,57.1,,45.5,45.8
micromatch,micromatch,30.3,15.1,4.7,64.0,37.6,13.4,30.6,7.9,1.7,59.1,60.8,49.9,97.0,28.8,26.1,44.4,2.0,31.9,41.4
sindresorhus,make-dir,38.3,20.4,11.7,45.5,75.8,22.0,32.7,12.2,21.2,40.8,32.6,22.6,94.3,13.6,36.8,50.8,17.1,42.6,25.7
sindresorhus,globby,46.5,36.6,17.6,55.9,76.0,23.8,37.6,12.6,21.3,60.8,60.0,49.2,93.3,40.6,44.1,46.0,19.6,66.7,44.3
broofa,mime,37.1,40.5,29.2,45.5,33.1,21.2,32.3,29.6,1.8,67.8,57.9,66.3,98.3,48.8,38.4,63.1,11.5,40.6,48.5
minimistjs,minimist,17.9,21.9,10.0,37.6,2.1,23.3,36.5,18.4,14.9,37.4,31.1,19.4,98.8,0.2,42.2,49.9,25.4,51.1,24.6
feross,buffer,40.0,28.9,19.3,45.6,66.2,32.5,41.9,23.5,32.0,57.8,54.6,58.5,89.5,28.4,41.9,46.4,25.4,53.8,48.5
jprichardson,node-jsonfile,32.9,26.5,,21.9,83.3,6.8,20.5,,,37.0,49.1,61.8,0.7,36.4,23.3,15.7,,54.2,39.2
visionmedia,bytes.js,23.2,18.2,,14.3,60.1,7.6,22.7,,,24.8,31.6,28.4,0.8,38.4,25.7,18.5,0.7,58.0,22.5
jshttp,http-errors,25.4,16.5,,27.4,57.6,8.2,24.0,0.5,,53.8,52.8,42.8,98.1,21.6,33.7,51.3,5.8,44.1,34.6
isaacs,node-graceful-fs,36.6,22.1,,37.7,86.8,8.0,24.0,0.1,,39.3,49.9,48.4,15.6,43.5,34.2,49.8,3.2,49.5,35.4
webpack,loader-utils,38.7,52.6,15.3,28.4,58.7,20.8,32.2,15.2,15.0,58.1,40.3,49.7,91.0,51.4,51.7,75.8,11.7,67.5,36.9
caolan,async,43.6,45.0,32.9,16.3,80.5,30.8,28.8,32.8,30.7,84.0,94.8,92.0,93.4,55.7,61.6,84.2,29.9,70.8,72.5
thlorenz,convert-source-map,38.7,22.3,10.7,44.2,77.7,7.0,11.7,7.2,1.9,44.2,19.0,30.1,94.5,33.4,33.9,48.1,1.9,51.5,18.7
cosmiconfig,cosmiconfig,43.6,40.0,24.3,77.4,32.6,31.7,39.6,31.3,24.2,56.6,66.7,46.2,92.1,21.4,55.1,69.7,26.3,69.2,48.2
dougwilson,nodejs-depd,30.2,16.3,,41.3,63.2,6.1,18.2,,,49.4,26.0,37.7,98.2,35.9,19.1,55.0,,2.2,23.3
facebook,regenerator,41.2,27.8,33.9,56.2,47.1,32.5,34.2,34.5,28.7,57.7,67.0,83.0,33.4,47.4,45.3,44.4,29.0,62.6,60.8
sindresorhus,strip-json-comments,38.5,29.8,4.9,42.4,76.7,14.1,22.9,4.4,15.1,48.6,36.1,27.7,93.9,36.9,35.6,48.2,10.2,48.4,26.0
jonschlinkert,isobject,30.9,10.9,,31.4,81.3,3.6,10.8,,,36.0,15.2,14.3,90.2,24.5,32.4,55.6,,41.6,11.0
jshttp,mime-types,30.0,30.7,3.1,29.3,57.0,9.5,17.6,10.9,,59.5,50.0,43.5,99.3,45.4,32.3,44.6,8.8,43.6,34.3
node-fetch,node-fetch,36.4,26.8,17.4,91.9,9.4,14.9,24.9,17.9,2.0,71.0,77.7,81.7,82.2,42.3,46.1,50.9,9.5,77.8,58.1
pillarjs,path-to-regexp,31.3,31.3,2.7,38.2,53.1,6.2,11.6,5.4,1.6,71.8,76.4,66.6,95.6,48.5,45.8,73.1,4.6,59.8,49.7
jshttp,cookie,40.5,44.5,24.5,36.2,56.9,16.5,16.4,17.4,15.6,61.3,49.8,48.9,96.1,50.5,36.4,36.9,17.7,54.5,38.4
evanw,node-source-map-support,23.8,4.0,,27.2,64.2,3.9,11.2,0.4,,41.4,58.4,59.7,9.4,38.0,37.6,49.0,,63.7,40.7
paulmillr,chokidar,30.0,31.6,9.0,42.9,36.3,18.2,28.7,10.4,15.7,75.0,80.1,71.8,97.9,50.4,47.4,52.3,18.1,71.7,56.7
tooTallNate,proxy-agents,34.8,37.4,18.9,4.3,78.5,38.2,47.9,31.8,35.1,40.1,41.1,56.1,9.5,53.6,36.5,28.6,35.0,45.9,45.1
isaacs,once,29.3,8.0,1.4,20.6,87.0,15.5,27.1,2.9,16.5,44.2,21.6,18.9,99.4,37.1,37.0,80.2,9.9,20.9,18.7
browserslist,browserslist,25.9,28.9,19.5,40.2,15.1,36.3,47.0,27.6,34.2,68.0,83.1,74.3,94.8,19.8,48.6,47.3,29.1,69.4,64.6
mrmlnc,fast-glob,42.9,47.0,19.5,61.4,43.5,32.5,40.9,34.7,22.0,54.7,59.3,40.9,92.0,26.5,30.0,39.0,30.4,20.8,44.2
sindresorhus,path-is-absolute,37.8,32.0,,45.4,73.8,7.1,21.4,,,35.3,11.8,12.0,99.1,18.4,15.6,42.7,,4.2,10.3
sindresorhus,ansi-escapes,36.3,6.3,2.5,63.0,73.3,8.9,21.6,4.7,0.4,44.2,32.1,27.4,91.7,25.5,29.1,40.7,6.9,39.6,22.8
jquery,esprima,29.2,13.2,,42.3,61.4,7.2,21.5,,,71.8,74.3,77.5,93.7,41.7,50.6,81.7,18.2,51.8,53.0
npm,ini,42.4,15.7,25.1,67.6,61.2,26.0,25.5,30.3,22.3,60.0,39.6,57.9,92.9,49.4,41.4,38.0,30.8,55.4,41.2
salesforce,tough-cookie,45.9,31.5,30.5,76.0,45.5,34.5,39.1,38.2,26.1,58.4,43.7,50.5,91.6,47.6,52.0,51.1,29.5,75.3,42.9
jonschlinkert,is-plain-object,29.5,12.2,,24.2,81.3,6.1,18.2,,,38.2,18.1,18.6,89.3,26.9,26.7,44.7,,35.3,14.3
alexei,sprintf.js,21.7,7.1,7.2,37.4,35.0,17.1,24.0,17.6,9.7,38.6,58.0,62.6,0.9,33.0,35.2,45.9,4.8,54.8,45.9
mafintosh,pump,24.4,9.1,,18.9,69.8,5.9,17.8,,,48.5,44.5,30.6,88.8,30.1,18.9,31.9,,24.9,27.0
stream-utils,raw-body,32.8,25.8,10.5,40.5,54.5,6.9,17.9,2.8,,46.4,28.3,31.8,96.0,29.3,30.3,39.8,10.5,40.5,22.3
sindresorhus,is-wsl,30.9,33.9,6.8,6.6,76.3,14.0,24.2,8.1,9.8,34.0,19.7,10.7,92.7,13.1,28.2,37.9,9.4,37.5,14.8
yahoo,serialize-javascript,31.4,5.8,29.1,36.6,54.1,25.5,29.7,20.6,26.2,61.8,61.6,58.6,90.8,36.4,49.1,69.1,20.1,58.1,48.6
sindresorhus,read-pkg,32.6,33.3,3.2,18.9,75.1,9.4,21.2,6.3,0.5,36.3,18.9,16.4,85.6,24.4,28.9,35.2,8.2,43.5,14.9
indutny,bn.js,33.6,12.4,11.0,37.3,73.5,6.4,14.6,3.9,0.6,54.5,48.6,55.2,82.9,31.1,32.6,32.4,1.9,63.6,36.7
inikulin,parse5,35.5,43.2,32.1,23.6,43.0,30.2,26.8,41.8,22.2,66.6,65.7,57.4,89.4,53.8,51.4,70.9,32.9,50.4,51.1
zloirock,core-js,41.4,34.5,29.8,78.3,22.8,35.1,35.3,39.1,30.9,82.8,92.5,87.3,91.4,60.0,53.1,78.9,38.1,42.4,71.6
follow-redirects,follow-redirects,33.2,33.5,14.4,36.2,48.7,19.1,25.1,22.1,9.9,57.0,33.9,47.8,92.6,53.9,43.3,74.9,14.1,41.0,33.6
sindresorhus,object-assign,30.5,,1.0,45.3,75.6,4.9,11.2,2.0,1.4,52.3,44.8,36.4,98.9,29.2,26.2,47.0,2.3,29.1,28.7
eemeli,yaml,35.9,34.0,23.9,48.3,37.2,25.2,31.8,21.9,21.9,50.8,47.4,40.2,88.2,27.5,40.6,56.2,28.2,37.4,37.6
kpdecker,jsdiff,52.2,41.3,27.4,65.7,74.5,30.7,20.7,37.4,34.0,47.8,75.1,70.1,1.0,45.1,46.9,56.8,19.1,64.8,58.6
beatgammit,base64-js,24.9,11.3,,13.7,74.4,0.5,1.4,,,60.8,42.8,67.8,90.9,41.6,28.9,36.6,,50.0,37.0
expressjs,body-parser,35.3,27.0,3.7,53.1,57.3,2.3,4.9,2.1,,73.2,70.9,75.4,95.9,50.8,34.4,41.9,10.1,51.2,49.6
raszi,node-tmp,33.0,26.7,7.0,40.9,57.5,4.7,1.8,10.9,1.5,30.6,39.3,39.0,1.1,42.9,36.6,39.7,9.3,60.8,27.7
motdotla,dotenv,59.5,53.1,31.7,78.3,74.8,31.0,26.0,32.3,34.7,72.0,88.5,77.9,90.5,31.2,60.5,79.1,32.8,69.6,65.8
sindresorhus,open,39.5,23.0,12.3,46.3,76.2,17.7,18.0,18.4,16.9,62.6,63.0,54.9,88.1,44.5,38.5,36.1,18.7,60.6,45.2
sindresorhus,read-pkg-up,40.6,35.6,3.9,46.4,76.5,6.8,4.3,7.8,8.4,22.9,23.1,16.3,28.4,23.7,21.5,17.5,9.2,37.8,15.4
ljharb,object.assign,30.4,34.1,3.8,35.6,48.3,6.8,4.4,7.6,8.5,37.4,15.3,15.6,92.8,25.8,21.5,41.3,13.1,10.2,12.6
browserify,node-util,25.9,9.8,,29.5,64.3,1.6,4.9,,,23.9,22.4,36.6,1.2,35.6,15.8,12.8,,34.5,20.2
pillarjs,finalhandler,27.4,14.1,5.4,37.1,52.8,2.3,0.4,6.5,,46.0,21.0,26.6,96.6,39.9,19.2,45.7,0.7,11.1,16.6
Gozala,events,30.1,16.7,,27.0,76.6,0.4,0.5,0.7,,61.7,51.4,52.0,92.2,51.0,31.4,37.8,,56.5,34.6
sindresorhus,figures,42.8,31.9,9.3,53.5,76.4,11.7,5.6,14.2,15.2,41.7,36.0,16.2,83.0,31.7,34.6,35.2,17.4,51.2,21.3
sindresorhus,decamelize,34.5,19.8,,41.2,76.9,0.2,0.5,,,39.0,22.1,17.7,88.9,27.1,29.8,37.9,,51.5,13.3
TehShrike,deepmerge,26.1,10.4,,35.9,58.2,2.4,7.2,,,61.2,61.2,56.0,86.8,40.8,39.3,67.4,,50.6,39.9
ai,nanoid,34.7,32.8,18.2,38.8,48.8,29.2,24.6,29.9,33.1,66.7,92.1,76.1,90.6,7.9,50.0,53.2,29.1,67.5,65.8
isaacs,sax-js,43.4,5.6,18.8,62.9,86.2,19.1,13.5,22.1,21.7,43.3,47.0,64.6,12.8,48.9,37.8,49.9,15.1,48.4,43.6
doowb,ansi-colors,33.1,8.7,,42.3,81.5,0.2,0.7,,,36.9,29.7,20.1,85.2,12.7,28.2,39.8,,44.9,16.7
prettier,prettier,38.1,31.7,31.4,67.0,22.4,42.2,35.5,47.9,43.3,76.5,97.4,95.3,79.5,33.8,65.9,80.2,46.2,71.3,78.3
grncdr,merge-stream,34.0,31.8,,26.7,77.6,1.0,2.9,,,39.6,21.1,13.6,91.8,31.8,26.4,34.2,,45.0,11.9
estools,escodegen,22.5,20.2,,15.6,54.2,2.9,8.6,,,63.0,60.9,64.5,86.6,39.9,28.1,38.1,,46.1,42.8
webpack,webpack-sources,32.6,31.8,7.7,32.4,58.6,9.7,8.0,5.6,15.3,44.5,23.2,32.8,91.1,31.1,41.5,75.3,11.4,37.8,21.9
pillarjs,send,29.7,19.7,,46.6,52.6,1.1,3.0,0.3,,57.7,40.8,55.0,96.9,38.0,30.8,44.7,1.2,46.3,32.3
webpack-contrib,terser-webpack-plugin,46.9,47.9,24.4,53.3,62.0,22.2,18.9,24.9,22.8,55.9,56.9,50.6,89.1,26.9,49.9,60.8,26.2,62.8,43.2
rvagg,through2,27.0,24.7,,26.9,56.4,1.0,3.0,,,54.1,56.3,44.8,84.6,30.6,25.3,40.0,,35.9,34.0
jshttp,accepts,21.6,9.6,,20.0,56.6,1.4,4.3,,,47.3,22.9,25.1,97.4,43.9,25.1,44.0,,31.3,16.5
sindresorhus,log-symbols,38.4,31.7,4.0,41.1,76.8,10.0,9.6,4.9,15.4,42.2,39.1,20.7,80.1,29.0,24.8,33.7,10.4,30.2,23.3
rvagg,bl,33.1,12.9,23.9,39.1,56.4,19.9,11.8,26.1,21.8,47.8,30.1,34.1,79.0,48.0,38.5,33.0,20.9,61.5,28.0
expressjs,serve-static,28.6,17.5,,39.0,57.9,4.3,10.3,2.5,,63.2,51.7,56.7,96.8,47.6,21.2,44.1,,19.4,37.6
component,escape-html,35.2,31.7,,20.3,88.7,1.5,4.6,,,51.5,31.2,40.0,97.8,37.0,25.7,49.4,,27.6,24.2
indutny,node-ip,24.8,10.6,,15.3,73.4,5.3,10.4,5.4,,36.9,52.5,54.4,3.5,37.0,29.0,34.8,3.1,49.1,37.4
jshttp,content-type,27.9,31.8,,22.6,57.1,1.5,4.6,,,38.5,16.8,17.0,95.2,25.1,18.6,41.9,,13.8,11.8
npm,nopt,44.6,11.3,24.3,82.2,60.8,17.8,9.8,28.0,15.5,49.1,34.3,25.9,86.0,50.4,36.6,38.3,26.7,44.9,26.0
expressjs,express,45.9,41.0,30.3,54.6,57.5,26.0,28.1,27.3,22.7,92.8,98.5,98.3,97.3,77.0,49.8,48.4,28.0,73.0,74.3
jshttp,methods,23.1,19.5,,15.5,57.6,1.4,4.2,,,42.2,19.5,20.4,94.9,33.9,26.9,48.8,,32.0,13.8
jaredhanson,utils-merge,34.5,3.5,,50.0,84.3,1.4,4.2,,,39.2,13.6,15.4,96.7,30.9,17.7,46.7,,6.4,10.1
sindresorhus,normalize-url,38.8,34.5,3.9,41.5,75.2,12.1,14.4,8.8,13.1,53.0,42.2,45.0,90.7,34.1,36.7,41.0,11.1,58.0,33.1
jshttp,fresh,25.1,18.3,,24.9,57.4,1.4,4.3,,,43.4,18.3,19.7,97.1,38.4,31.9,44.5,10.7,40.5,13.1
pvorb,node-clone,34.7,7.5,,52.7,78.8,1.9,5.6,,,53.1,40.6,46.6,82.6,42.8,29.8,34.2,,55.1,29.7
SBoudrias,Inquirer.js,46.4,23.3,28.3,82.0,52.1,38.6,39.1,39.3,37.3,78.3,89.1,83.5,81.2,59.2,46.8,52.2,39.7,48.5,70.4
jshttp,etag,27.0,31.6,,19.9,56.6,3.7,11.2,,,43.9,22.5,21.8,97.5,33.6,19.0,49.3,,7.8,16.0
dominictarr,through,29.7,6.4,,21.1,91.3,3.7,11.2,,,48.1,37.9,30.8,85.8,38.0,22.1,33.9,,32.4,24.1
pillarjs,parseurl,26.1,31.6,,20.0,52.5,3.8,11.3,,,40.0,19.8,18.0,97.2,25.1,23.3,42.4,8.4,19.2,13.9
Raynos,xtend,36.3,31.7,,24.6,88.8,6.0,18.1,,,44.9,25.2,23.3,92.5,38.7,27.4,36.3,,45.9,18.2
petkaantonov,bluebird,38.9,41.4,,52.6,61.8,5.2,15.7,,,82.2,90.1,91.7,91.2,55.8,47.5,86.4,,56.2,62.3
jshttp,type-is,24.9,15.9,,27.1,56.7,5.1,12.7,2.6,,45.2,21.8,20.5,95.1,43.6,28.9,45.1,,41.5,15.8
jestjs,jest,44.4,48.2,27.1,92.3,10.0,49.3,58.7,45.6,43.7,84.1,96.9,96.7,85.9,56.8,58.5,41.6,46.2,87.8,81.0
webpack,webpack,56.1,56.9,29.8,79.0,58.9,47.8,57.5,44.8,41.0,89.5,98.6,97.3,91.9,70.1,62.4,76.7,42.6,67.8,81.2
sindresorhus,arrify,31.8,14.8,,36.7,75.6,8.7,26.0,,,34.6,17.1,18.5,81.0,22.0,25.1,39.2,,36.0,14.8
fb55,htmlparser2,45.1,51.0,29.9,43.4,55.9,36.6,42.0,43.8,24.0,70.1,67.8,68.3,88.5,55.9,45.0,54.7,34.4,45.9,57.6
justmoon,node-extend,36.4,30.9,0.5,34.6,79.5,11.2,28.7,1.1,3.9,30.3,27.2,33.2,21.5,39.4,19.5,17.9,7.0,33.6,23.9
typescript-eslint,typescript-eslint,33.8,37.3,29.4,64.1,4.5,52.1,64.1,48.0,44.1,73.9,85.4,92.4,86.2,31.4,65.7,82.0,47.3,67.8,76.6
jonschlinkert,word-wrap,39.7,18.2,17.2,41.9,81.3,25.3,41.6,21.0,13.2,40.1,19.6,25.7,87.0,28.1,28.5,40.4,8.4,36.6,23.5
primus,eventemitter3,30.3,40.6,7.4,19.7,53.4,18.4,40.7,10.1,4.6,64.1,63.7,56.5,91.5,44.6,35.5,40.8,6.6,59.1,46.2
isaacs,node-tar,43.8,30.8,4.3,53.5,86.7,18.2,42.0,8.0,4.7,38.2,41.2,51.2,11.9,48.5,24.3,16.7,18.7,37.6,36.9
oozcitak,xmlbuilder-js,21.7,27.1,,28.2,31.4,10.9,32.7,,,54.7,44.6,42.0,75.6,56.6,34.2,69.1,,33.6,32.5
nodeca,pako,27.3,30.1,,21.9,57.2,13.5,40.5,,,64.8,70.6,76.9,85.0,26.6,29.0,46.3,11.2,29.4,53.7
npm,npmlog,51.4,27.6,24.4,92.1,61.5,25.7,36.7,28.0,12.3,46.4,30.7,30.5,81.5,43.0,38.9,36.1,24.2,56.2,29.0
zertosh,loose-envify,18.6,8.2,,20.8,45.5,10.9,32.6,,,37.4,23.9,18.4,93.0,14.2,15.8,40.3,,7.1,17.7
isaacs,json-stringify-safe,30.5,16.8,,18.4,86.6,11.0,32.9,,,45.1,34.6,27.1,84.8,33.9,19.2,41.0,,16.6,24.2
facebook,prop-types,38.7,24.3,3.8,79.6,47.0,18.8,41.5,10.2,4.8,57.8,68.2,66.0,90.0,7.0,51.8,81.4,8.7,65.2,51.0
crypto-browserify,randombytes,9.2,13.4,0.7,22.8,,14.4,36.9,1.4,4.9,38.0,14.7,26.1,92.4,19.0,25.5,37.5,2.5,36.6,18.4
maxogden,concat-stream,9.7,8.6,,30.1,,11.0,33.0,,,48.2,35.8,33.4,86.3,37.5,27.7,39.0,,44.1,26.7
terkelg,prompts,29.9,26.7,7.9,55.6,29.4,27.7,47.5,14.6,20.9,60.8,77.6,61.9,84.9,18.7,47.0,60.2,15.6,65.0,55.7
sindresorhus,component-emitter,44.6,39.1,4.6,60.0,74.8,19.7,37.4,9.2,12.4,52.5,36.4,43.2,87.9,42.3,34.6,38.1,9.5,56.2,33.1
jsdom,jsdom,37.8,26.4,29.1,57.9,37.6,39.0,56.0,34.9,26.0,83.0,89.4,87.5,85.4,69.8,54.5,61.0,30.4,72.2,72.0
mcavage,node-assert-plus,30.2,6.1,,48.3,66.2,11.1,33.4,,,39.0,16.4,16.9,84.4,38.2,26.7,35.4,,44.8,14.8
Marak,colors.js,29.3,8.8,,41.3,67.0,13.2,39.5,,,46.9,70.2,69.1,0.1,48.1,35.3,42.2,,63.8,50.8
tj,co,35.3,14.7,,43.0,83.4,11.7,35.1,,,70.4,81.9,79.3,88.6,31.9,36.5,43.9,,65.6,57.6
facebook,react,48.9,39.9,32.2,77.2,46.5,51.5,65.3,47.0,42.3,87.6,100.0,99.9,93.2,57.2,77.6,97.4,45.2,90.1,83.8
moment,moment,41.1,53.3,30.7,33.1,47.4,32.5,52.4,32.5,12.5,79.2,97.3,96.9,77.2,45.5,55.7,65.2,12.6,89.5,75.6
dchest,tweetnacl-js,39.2,30.6,1.4,47.3,77.6,15.7,39.3,2.8,5.0,47.7,54.5,65.6,27.7,43.0,23.5,52.1,2.5,15.9,45.3
webpack-contrib,css-loader,51.0,58.1,27.8,55.6,62.6,40.8,56.1,31.4,34.9,73.7,68.0,73.6,89.6,63.7,53.3,77.8,33.8,48.1,60.8
inspect-js,node-deep-equal,26.8,26.4,7.1,42.1,31.8,21.1,41.5,16.7,5.1,54.0,40.0,47.9,87.6,40.4,31.9,41.3,17.4,36.9,36.3
sindresorhus,file-type,54.4,36.4,25.9,81.3,74.1,36.8,56.4,22.4,31.6,61.8,65.1,64.7,69.3,47.9,40.0,32.7,29.8,57.5,55.5
defunctzombie,node-url,31.7,19.0,2.6,22.7,82.6,16.9,40.2,5.2,5.2,23.6,28.4,39.9,0.2,26.0,18.0,15.4,13.0,25.6,28.4
joyent,node-verror,27.6,11.1,,69.4,30.0,10.5,31.4,,,51.0,49.0,31.7,84.1,39.2,17.5,35.1,,17.3,30.4
import-js,eslint-plugin-import,37.8,26.4,24.5,87.0,13.2,44.4,60.8,36.5,35.9,71.0,70.4,86.8,87.2,39.4,58.2,53.5,40.3,80.8,67.2
nodejs,-1,32.0,2.8,6.5,62.6,56.0,23.4,43.3,14.9,11.9,62.6,63.9,70.4,85.3,30.8,43.0,44.4,6.0,78.6,52.6
